#ProfileFileVersion=2.6
#ProfilerVersion=2.6.2153
#Application=/home/lifxu/Desktop/github-test/PIM/rodinia/nw/nw.exe
#ApplicationArgs=2048 10 ./nw.cl
#Device AMD A10-5800K APU with Radeon(tm) HD Graphics   Platform Vendor=Advanced Micro Devices, Inc.
#Device AMD A10-5800K APU with Radeon(tm) HD Graphics   Platform Name=AMD Accelerated Parallel Processing
#Device AMD A10-5800K APU with Radeon(tm) HD Graphics   Platform Version=OpenCL 1.2 AMD-APP (1124.2)
#Device AMD A10-5800K APU with Radeon(tm) HD Graphics   CLDriver Version=1124.2 (sse2,avx,fma4)
#Device AMD A10-5800K APU with Radeon(tm) HD Graphics   CLRuntime Version=OpenCL 1.2 AMD-APP (1124.2)
#Device AMD A10-5800K APU with Radeon(tm) HD Graphics   NumberAppAddressBits=64
#Device Tahiti Platform Vendor=Advanced Micro Devices, Inc.
#Device Tahiti Platform Name=AMD Accelerated Parallel Processing
#Device Tahiti Platform Version=OpenCL 1.2 AMD-APP (1124.2)
#Device Tahiti CLDriver Version=1124.2 (VM)
#Device Tahiti CLRuntime Version=OpenCL 1.2 AMD-APP (1124.2)
#Device Tahiti NumberAppAddressBits=32
#OS Version=CentOS release 6.4 (Final)
#DisplayName=
#ListSeparator=,
Method, ExecutionOrder, ThreadID, CallIndex, GlobalWorkSize, WorkGroupSize, Time, LocalMemSize, VGPRs, SGPRs, ScratchRegs, FCStacks, Wavefronts, VALUInsts, SALUInsts, VFetchInsts, SFetchInsts, VWriteInsts, LDSInsts, VALUUtilization, VALUBusy, SALUBusy, FetchSize, CacheHit, MemUnitBusy, MemUnitStalled, WriteUnitStalled, LDSBankConflict, WriteSize, GDSInsts
nw_kernel1_pim__k1_Tahiti1, 344, 6908, 0, {    624       1       1}, {   16     1     1},         0.03763, 2304, 26, 22, 0, NA,        39.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         1.46,         1.06,       121.19,        29.74,         4.18,         0.10,         0.00,         0.36,         1.91,         0.00
nw_kernel1_pim__k1_Tahiti1, 345, 6909, 0, {    608       1       1}, {   16     1     1},         0.03733, 2304, 26, 22, 0, NA,        38.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         1.26,         0.91,       118.19,        29.96,         3.59,         0.09,         0.00,         0.31,         0.91,         0.00
nw_kernel1_pim__k1_Tahiti1, 346, 6910, 0, {    624       1       1}, {   16     1     1},         0.03778, 2304, 26, 22, 0, NA,        39.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         1.45,         1.05,       121.19,        29.22,         4.17,         0.10,         0.00,         0.35,        11.88,         0.00
nw_kernel1_pim__k1_Tahiti1, 347, 6911, 0, {    624       1       1}, {   16     1     1},         0.03822, 2304, 26, 22, 0, NA,        39.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         1.19,         0.87,       121.19,        29.08,         3.32,         0.08,         0.36,         0.29,        11.75,         0.00
nw_kernel1_pim__k1_Tahiti1, 348, 6912, 0, {    624       1       1}, {   16     1     1},         0.03793, 2304, 26, 22, 0, NA,        39.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         1.22,         0.89,       121.19,        29.30,         3.49,         0.08,         0.27,         0.30,        11.91,         0.00
nw_kernel1_pim__k1_Tahiti1, 349, 6913, 0, {    640       1       1}, {   16     1     1},         0.03837, 2304, 26, 22, 0, NA,        40.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         1.25,         0.91,       124.19,        28.51,         3.46,         0.08,         0.00,         0.31,        13.31,         0.00
nw_kernel1_pim__k1_Tahiti1, 350, 6914, 0, {    624       1       1}, {   16     1     1},         0.03896, 2304, 26, 22, 0, NA,        39.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         1.20,         0.87,       121.19,        29.19,         3.44,         0.08,         0.00,         0.29,        12.44,         0.00
nw_kernel1_pim__k1_Tahiti1, 351, 6915, 0, {    624       1       1}, {   16     1     1},         0.03882, 2304, 26, 22, 0, NA,        39.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         1.21,         0.88,       121.25,        29.17,         3.44,         0.08,         0.47,         0.30,        12.47,         0.00
nw_kernel1_pim__k1_Tahiti1, 352, 6916, 0, {    640       1       1}, {   16     1     1},         0.03837, 2304, 26, 22, 0, NA,        40.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         1.07,         0.78,       124.19,        28.89,         2.96,         0.07,         8.87,         0.26,        11.50,         0.00
nw_kernel1_pim__k1_Tahiti1, 353, 6917, 0, {    640       1       1}, {   16     1     1},         0.03822, 2304, 26, 22, 0, NA,        40.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         1.49,         1.08,       124.19,        28.78,         4.10,         0.10,         0.11,         0.36,        11.91,         0.00
nw_kernel1_pim__k1_Tahiti1, 354, 6918, 0, {    624       1       1}, {   16     1     1},         0.03867, 2304, 26, 22, 0, NA,        39.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         1.16,         0.84,       121.19,        29.11,         3.29,         0.08,         0.00,         0.28,        11.28,         0.00
nw_kernel1_pim__k1_Tahiti1, 355, 6919, 0, {    640       1       1}, {   16     1     1},         0.03763, 2304, 26, 22, 0, NA,        40.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         1.50,         1.09,       124.19,        29.53,         4.25,         0.10,         0.00,         0.37,         0.94,         0.00
nw_kernel1_pim__k1_Tahiti1, 356, 6920, 0, {    640       1       1}, {   16     1     1},         0.03778, 2304, 26, 22, 0, NA,        40.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         1.31,         0.95,       124.19,        29.53,         3.66,         0.09,         0.00,         0.32,         0.91,         0.00
nw_kernel1_pim__k1_Tahiti1, 357, 6921, 0, {    640       1       1}, {   16     1     1},         0.03763, 2304, 26, 22, 0, NA,        40.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         1.22,         0.88,       124.19,        29.53,         3.51,         0.08,         0.00,         0.30,         1.00,         0.00
nw_kernel1_pim__k1_Tahiti1, 358, 6922, 0, {    656       1       1}, {   16     1     1},         0.03882, 2304, 26, 22, 0, NA,        41.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         1.50,         1.09,       127.19,        28.70,         4.19,         0.10,         0.32,         0.37,        13.31,         0.00
nw_kernel1_pim__k1_Tahiti1, 359, 6923, 0, {    640       1       1}, {   16     1     1},         0.03881, 2304, 26, 22, 0, NA,        40.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         1.17,         0.85,       124.19,        28.78,         3.24,         0.08,         0.43,         0.29,        12.62,         0.00
nw_kernel1_pim__k1_Tahiti1, 360, 6924, 0, {    640       1       1}, {   16     1     1},         0.03882, 2304, 26, 22, 0, NA,        40.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         1.28,         0.93,       124.19,        29.16,         3.56,         0.09,         0.49,         0.31,        12.53,         0.00
nw_kernel1_pim__k1_Tahiti1, 361, 6925, 0, {    656       1       1}, {   16     1     1},         0.03882, 2304, 26, 22, 0, NA,        41.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         1.52,         1.11,       127.19,        28.31,         4.26,         0.10,         1.06,         0.37,        14.38,         0.00
nw_kernel1_pim__k1_Tahiti1, 362, 6926, 0, {    656       1       1}, {   16     1     1},         0.03867, 2304, 26, 22, 0, NA,        41.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         1.31,         0.96,       127.19,        28.55,         3.60,         0.09,         0.33,         0.32,        14.38,         0.00
nw_kernel1_pim__k1_Tahiti1, 363, 6927, 0, {    640       1       1}, {   16     1     1},         0.03881, 2304, 26, 22, 0, NA,        40.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         1.29,         0.94,       124.19,        28.35,         3.62,         0.09,         0.79,         0.32,        13.47,         0.00
nw_kernel1_pim__k1_Tahiti1, 364, 6928, 0, {    656       1       1}, {   16     1     1},         0.03822, 2304, 26, 22, 0, NA,        41.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         1.28,         0.93,       127.19,        28.41,         3.50,         0.08,         0.00,         0.31,        13.12,         0.00
nw_kernel1_pim__k1_Tahiti1, 365, 6929, 0, {    656       1       1}, {   16     1     1},         0.03837, 2304, 26, 22, 0, NA,        41.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         1.50,         1.09,       127.19,        28.73,         4.07,         0.10,         0.82,         0.37,        13.41,         0.00
nw_kernel1_pim__k1_Tahiti1, 366, 6930, 0, {    656       1       1}, {   16     1     1},         0.03837, 2304, 26, 22, 0, NA,        41.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         1.52,         1.11,       127.19,        28.20,         4.15,         0.10,         0.98,         0.37,        13.62,         0.00
nw_kernel1_pim__k1_Tahiti1, 367, 6931, 0, {    672       1       1}, {   16     1     1},         0.03807, 2304, 26, 22, 0, NA,        42.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         1.31,         0.95,       130.19,        29.14,         3.58,         0.08,         0.00,         0.32,         2.94,         0.00
nw_kernel1_pim__k1_Tahiti1, 368, 6932, 0, {    656       1       1}, {   16     1     1},         0.03807, 2304, 26, 22, 0, NA,        41.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         1.29,         0.94,       127.19,        29.33,         3.49,         0.08,         0.00,         0.32,         2.19,         0.00
nw_kernel1_pim__k1_Tahiti1, 369, 6933, 0, {    656       1       1}, {   16     1     1},         0.04059, 2304, 26, 22, 0, NA,        41.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         1.54,         1.12,       127.19,        29.33,         4.15,         0.10,         0.00,         0.38,         2.34,         0.00
nw_kernel1_pim__k1_Tahiti1, 370, 6934, 0, {    672       1       1}, {   16     1     1},         0.03778, 2304, 26, 22, 0, NA,        42.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         1.33,         0.97,       130.19,        27.85,         3.55,         0.08,         1.46,         0.32,        60.38,         0.00
nw_kernel1_pim__k1_Tahiti1, 371, 6935, 0, {    672       1       1}, {   16     1     1},         0.03852, 2304, 26, 22, 0, NA,        42.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         1.30,         0.94,       130.19,        28.03,         3.46,         0.08,         1.36,         0.32,        14.88,         0.00
nw_kernel1_pim__k1_Tahiti1, 372, 6936, 0, {    656       1       1}, {   16     1     1},         0.03807, 2304, 26, 22, 0, NA,        41.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         1.29,         0.93,       127.19,        28.20,         3.54,         0.08,         0.96,         0.31,        14.34,         0.00
nw_kernel1_pim__k1_Tahiti1, 373, 6937, 0, {    672       1       1}, {   16     1     1},         0.03807, 2304, 26, 22, 0, NA,        42.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         1.31,         0.95,       130.19,        27.93,         3.56,         0.08,         1.47,         0.32,        14.75,         0.00
nw_kernel1_pim__k1_Tahiti1, 374, 6938, 0, {    672       1       1}, {   16     1     1},         0.03956, 2304, 26, 22, 0, NA,        42.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         1.30,         0.94,       130.19,        27.83,         3.48,         0.08,         0.00,         0.32,        14.50,         0.00
nw_kernel1_pim__k1_Tahiti1, 375, 6939, 0, {    672       1       1}, {   16     1     1},         0.03882, 2304, 26, 22, 0, NA,        42.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         1.56,         1.13,       130.19,        28.01,         4.18,         0.10,         1.43,         0.38,        14.44,         0.00
nw_kernel1_pim__k1_Tahiti1, 376, 6940, 0, {    688       1       1}, {   16     1     1},         0.03793, 2304, 26, 22, 0, NA,        43.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         1.33,         0.97,       133.19,        27.90,         3.49,         0.08,         1.49,         0.33,        14.59,         0.00
nw_kernel1_pim__k1_Tahiti1, 377, 6941, 0, {    672       1       1}, {   16     1     1},         0.04089, 2304, 26, 22, 0, NA,        42.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         1.26,         0.92,       130.19,        28.06,         3.43,         0.08,         0.76,         0.31,        13.72,         0.00
nw_kernel1_pim__k1_Tahiti1, 378, 6942, 0, {    672       1       1}, {   16     1     1},         0.03867, 2304, 26, 22, 0, NA,        42.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         1.27,         0.92,       130.19,        27.78,         3.39,         0.08,         0.65,         0.31,        14.34,         0.00
nw_kernel1_pim__k1_Tahiti1, 379, 6943, 0, {    688       1       1}, {   16     1     1},         0.03778, 2304, 26, 22, 0, NA,        43.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         1.28,         0.93,       133.19,        28.96,         3.43,         0.08,         0.00,         0.31,         2.38,         0.00
nw_kernel1_pim__k1_Tahiti1, 380, 6944, 0, {    688       1       1}, {   16     1     1},         0.03793, 2304, 26, 22, 0, NA,        43.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         1.61,         1.17,       133.19,        28.96,         4.30,         0.10,         0.00,         0.39,         2.22,         0.00
nw_kernel1_pim__k1_Tahiti1, 381, 6945, 0, {    672       1       1}, {   16     1     1},         0.03807, 2304, 26, 22, 0, NA,        42.00,       426.00,       156.00,        19.00,        11.00,        16.00,       190.00,        16.53,         1.54,         1.12,       130.19,        29.14,         4.19,         0.10,         0.00,         0.38,         2.09,         0.00
nw_kernel2_pim__k2_Tahiti1, 382, 6946, 0, {    688       1       1}, {   16     1     1},         0.04207, 2304, 26, 24, 0, NA,        43.00,       425.00,       164.00,        19.00,        14.00,        16.00,       190.00,        16.57,         1.28,         0.98,       133.31,        27.86,         3.60,         0.10,         0.00,         0.31,        15.59,         0.00
nw_kernel2_pim__k2_Tahiti1, 383, 6947, 0, {    672       1       1}, {   16     1     1},         0.03837, 2304, 26, 24, 0, NA,        42.00,       425.00,       164.00,        19.00,        14.00,        16.00,       190.00,        16.57,         1.27,         0.97,       130.31,        28.25,         3.64,         0.10,         0.00,         0.31,        14.81,         0.00
nw_kernel2_pim__k2_Tahiti1, 384, 6948, 0, {    672       1       1}, {   16     1     1},         0.03837, 2304, 26, 24, 0, NA,        42.00,       425.00,       164.00,        19.00,        14.00,        16.00,       190.00,        16.57,         1.55,         1.19,       130.31,        28.12,         4.44,         0.12,         0.00,         0.38,        14.81,         0.00
nw_kernel2_pim__k2_Tahiti1, 385, 6949, 0, {    672       1       1}, {   16     1     1},         0.03822, 2304, 26, 24, 0, NA,        42.00,       425.00,       164.00,        19.00,        14.00,        16.00,       190.00,        16.57,         1.37,         1.05,       130.31,        28.15,         3.94,         0.11,         0.00,         0.34,        14.38,         0.00
nw_kernel2_pim__k2_Tahiti1, 386, 6950, 0, {    672       1       1}, {   16     1     1},         0.03822, 2304, 26, 24, 0, NA,        42.00,       425.00,       164.00,        19.00,        14.00,        16.00,       190.00,        16.57,         1.36,         1.05,       130.31,        28.12,         3.96,         0.11,         0.00,         0.33,        14.69,         0.00
nw_kernel2_pim__k2_Tahiti1, 387, 6951, 0, {    672       1       1}, {   16     1     1},         0.03793, 2304, 26, 24, 0, NA,        42.00,       425.00,       164.00,        19.00,        14.00,        16.00,       190.00,        16.57,         1.32,         1.01,       130.31,        28.18,         3.80,         0.10,         0.00,         0.32,        14.44,         0.00
nw_kernel2_pim__k2_Tahiti1, 388, 6952, 0, {    672       1       1}, {   16     1     1},         0.04015, 2304, 26, 24, 0, NA,        42.00,       425.00,       164.00,        19.00,        14.00,        16.00,       190.00,        16.57,         1.32,         1.01,       130.31,        28.46,         4.10,         0.10,         0.00,         0.32,        13.62,         0.00
nw_kernel2_pim__k2_Tahiti1, 389, 6953, 0, {    672       1       1}, {   16     1     1},         0.03748, 2304, 26, 24, 0, NA,        42.00,       425.00,       164.00,        19.00,        14.00,        16.00,       190.00,        16.57,         1.57,         1.20,       130.31,        28.02,         4.85,         0.12,         0.00,         0.39,        13.84,         0.00
nw_kernel2_pim__k2_Tahiti1, 390, 6954, 0, {    656       1       1}, {   16     1     1},         0.03837, 2304, 26, 24, 0, NA,        41.00,       425.00,       164.00,        19.00,        14.00,        16.00,       190.00,        16.57,         1.29,         0.99,       127.31,        28.11,         4.16,         0.10,         0.00,         0.32,        12.31,         0.00
nw_kernel2_pim__k2_Tahiti1, 391, 6955, 0, {    672       1       1}, {   16     1     1},         0.03793, 2304, 26, 24, 0, NA,        42.00,       425.00,       164.00,        19.00,        14.00,        16.00,       190.00,        16.57,         1.39,         1.06,       130.31,        29.38,         4.25,         0.11,         0.00,         0.34,         2.09,         0.00
nw_kernel2_pim__k2_Tahiti1, 392, 6956, 0, {    656       1       1}, {   16     1     1},         0.03748, 2304, 26, 24, 0, NA,        41.00,       425.00,       164.00,        19.00,        14.00,        16.00,       190.00,        16.57,         1.54,         1.18,       127.31,        29.58,         4.85,         0.12,         0.00,         0.38,         2.44,         0.00
nw_kernel2_pim__k2_Tahiti1, 393, 6957, 0, {    656       1       1}, {   16     1     1},         0.03748, 2304, 26, 24, 0, NA,        41.00,       425.00,       164.00,        19.00,        14.00,        16.00,       190.00,        16.57,         1.55,         1.19,       127.31,        29.58,         4.88,         0.12,         0.00,         0.38,         2.16,         0.00
nw_kernel2_pim__k2_Tahiti1, 394, 6958, 0, {    656       1       1}, {   16     1     1},         0.03941, 2304, 26, 24, 0, NA,        41.00,       425.00,       164.00,        19.00,        14.00,        16.00,       190.00,        16.57,         1.50,         1.15,       127.31,        29.50,         4.70,         0.12,         0.73,         0.37,        13.31,         0.00
nw_kernel2_pim__k2_Tahiti1, 395, 6959, 0, {    656       1       1}, {   16     1     1},         0.03911, 2304, 26, 24, 0, NA,        41.00,       425.00,       164.00,        19.00,        14.00,        16.00,       190.00,        16.57,         1.30,         1.00,       127.31,        29.05,         4.09,         0.10,         0.44,         0.32,        14.25,         0.00
nw_kernel2_pim__k2_Tahiti1, 396, 6960, 0, {    656       1       1}, {   16     1     1},         0.03970, 2304, 26, 24, 0, NA,        41.00,       425.00,       164.00,        19.00,        14.00,        16.00,       190.00,        16.57,         1.24,         0.95,       127.31,        28.97,         3.90,         0.10,         0.18,         0.30,        13.88,         0.00
nw_kernel2_pim__k2_Tahiti1, 397, 6961, 0, {    656       1       1}, {   16     1     1},         0.03867, 2304, 26, 24, 0, NA,        41.00,       425.00,       164.00,        19.00,        14.00,        16.00,       190.00,        16.57,         1.49,         1.14,       127.31,        29.21,         4.69,         0.12,         0.43,         0.37,        13.75,         0.00
nw_kernel2_pim__k2_Tahiti1, 398, 6962, 0, {    656       1       1}, {   16     1     1},         0.03941, 2304, 26, 24, 0, NA,        41.00,       425.00,       164.00,        19.00,        14.00,        16.00,       190.00,        16.57,         1.27,         0.97,       127.31,        29.00,         3.97,         0.10,         0.32,         0.31,        13.59,         0.00
nw_kernel2_pim__k2_Tahiti1, 399, 6963, 0, {    640       1       1}, {   16     1     1},         0.03882, 2304, 26, 24, 0, NA,        40.00,       425.00,       164.00,        19.00,        14.00,        16.00,       190.00,        16.57,         1.45,         1.11,       124.31,        29.22,         4.67,         0.12,         0.16,         0.36,        12.88,         0.00
nw_kernel2_pim__k2_Tahiti1, 400, 6964, 0, {    656       1       1}, {   16     1     1},         0.03911, 2304, 26, 24, 0, NA,        41.00,       425.00,       164.00,        19.00,        14.00,        16.00,       190.00,        16.57,         1.49,         1.15,       127.31,        28.84,         4.69,         0.12,         0.00,         0.37,        12.62,         0.00
nw_kernel2_pim__k2_Tahiti1, 401, 6965, 0, {    640       1       1}, {   16     1     1},         0.03852, 2304, 26, 24, 0, NA,        40.00,       425.00,       164.00,        19.00,        14.00,        16.00,       190.00,        16.57,         1.17,         0.90,       124.31,        29.22,         3.48,         0.10,         0.00,         0.29,        11.84,         0.00
nw_kernel2_pim__k2_Tahiti1, 402, 6966, 0, {    640       1       1}, {   16     1     1},         0.03837, 2304, 26, 24, 0, NA,        40.00,       425.00,       164.00,        19.00,        14.00,        16.00,       190.00,        16.57,         1.47,         1.13,       124.31,        29.27,         4.74,         0.12,         0.00,         0.36,        12.25,         0.00
nw_kernel2_pim__k2_Tahiti1, 403, 6967, 0, {    640       1       1}, {   16     1     1},         0.03778, 2304, 26, 24, 0, NA,        40.00,       425.00,       164.00,        19.00,        14.00,        16.00,       190.00,        16.57,         1.19,         0.91,       124.31,        29.78,         3.82,         0.10,         0.00,         0.29,         1.50,         0.00
nw_kernel2_pim__k2_Tahiti1, 404, 6968, 0, {    640       1       1}, {   16     1     1},         0.03807, 2304, 26, 24, 0, NA,        40.00,       425.00,       164.00,        19.00,        14.00,        16.00,       190.00,        16.57,         1.50,         1.15,       124.31,        29.78,         4.82,         0.12,         0.00,         0.37,         0.94,         0.00
nw_kernel2_pim__k2_Tahiti1, 405, 6969, 0, {    640       1       1}, {   16     1     1},         0.03837, 2304, 26, 24, 0, NA,        40.00,       425.00,       164.00,        19.00,        14.00,        16.00,       190.00,        16.57,         1.50,         1.15,       124.31,        29.78,         4.56,         0.12,         0.00,         0.37,         1.38,         0.00
nw_kernel2_pim__k2_Tahiti1, 406, 6970, 0, {    640       1       1}, {   16     1     1},         0.04118, 2304, 26, 24, 0, NA,        40.00,       425.00,       164.00,        19.00,        14.00,        16.00,       190.00,        16.57,         1.39,         1.06,       124.31,        29.11,         4.50,         0.11,         0.27,         0.34,        13.03,         0.00
nw_kernel2_pim__k2_Tahiti1, 407, 6971, 0, {    640       1       1}, {   16     1     1},         0.04163, 2304, 26, 24, 0, NA,        40.00,       425.00,       164.00,        19.00,        14.00,        16.00,       190.00,        16.57,         1.16,         0.89,       124.31,        28.87,         3.72,         0.10,         0.15,         0.28,        12.72,         0.00
nw_kernel2_pim__k2_Tahiti1, 408, 6972, 0, {    624       1       1}, {   16     1     1},         0.04104, 2304, 26, 24, 0, NA,        39.00,       425.00,       164.00,        19.00,        14.00,        16.00,       190.00,        16.57,         1.12,         0.86,       121.31,        29.20,         3.72,         0.09,         0.00,         0.27,        56.06,         0.00
nw_kernel2_pim__k2_Tahiti1, 409, 6973, 0, {    640       1       1}, {   16     1     1},         0.04015, 2304, 26, 24, 0, NA,        40.00,       425.00,       164.00,        19.00,        14.00,        16.00,       190.00,        16.57,         1.21,         0.93,       124.31,        29.06,         3.93,         0.10,         0.00,         0.30,        12.47,         0.00
nw_kernel2_pim__k2_Tahiti1, 410, 6974, 0, {    624       1       1}, {   16     1     1},         0.04163, 2304, 26, 24, 0, NA,        39.00,       425.00,       164.00,        19.00,        14.00,        16.00,       190.00,        16.57,         1.14,         0.87,       121.31,        29.12,         3.80,         0.10,         0.00,         0.28,        12.34,         0.00
nw_kernel2_pim__k2_Tahiti1, 411, 6975, 0, {    624       1       1}, {   16     1     1},         0.04193, 2304, 26, 24, 0, NA,        39.00,       425.00,       164.00,        19.00,        14.00,        16.00,       190.00,        16.57,         1.13,         0.87,       121.31,        29.34,         3.74,         0.10,         0.00,         0.28,        11.31,         0.00
nw_kernel2_pim__k2_Tahiti1, 412, 6976, 0, {    624       1       1}, {   16     1     1},         0.04074, 2304, 26, 24, 0, NA,        39.00,       425.00,       164.00,        19.00,        14.00,        16.00,       190.00,        16.57,         1.13,         0.86,       121.31,        29.20,         3.50,         0.10,         0.00,         0.28,        10.97,         0.00
nw_kernel2_pim__k2_Tahiti1, 413, 6977, 0, {    624       1       1}, {   16     1     1},         0.04148, 2304, 26, 24, 0, NA,        39.00,       425.00,       164.00,        19.00,        14.00,        16.00,       190.00,        16.57,         1.14,         0.87,       121.31,        29.28,         3.76,         0.10,         0.00,         0.28,        10.19,         0.00
nw_kernel2_pim__k2_Tahiti1, 414, 6978, 0, {    624       1       1}, {   16     1     1},         0.04385, 2304, 26, 24, 0, NA,        39.00,       425.00,       164.00,        19.00,        14.00,        16.00,       190.00,        16.57,         1.36,         1.04,       121.31,        28.82,         4.52,         0.11,         0.00,         0.33,        11.03,         0.00
nw_kernel2_pim__k2_Tahiti1, 415, 6979, 0, {    624       1       1}, {   16     1     1},         0.04296, 2304, 26, 24, 0, NA,        39.00,       425.00,       164.00,        19.00,        14.00,        16.00,       190.00,        16.57,         1.21,         0.93,       121.31,        29.99,         4.18,         0.10,         0.00,         0.30,         1.44,         0.00
nw_kernel2_pim__k2_Tahiti1, 416, 6980, 0, {    624       1       1}, {   16     1     1},         0.04104, 2304, 26, 24, 0, NA,        39.00,       425.00,       164.00,        19.00,        14.00,        16.00,       190.00,        16.57,         1.21,         0.92,       121.31,        29.99,         4.06,         0.10,         0.00,         0.30,         1.59,         0.00
nw_kernel2_pim__k2_Tahiti1, 417, 6981, 0, {    608       1       1}, {   16     1     1},         0.04118, 2304, 26, 24, 0, NA,        38.00,       425.00,       164.00,        19.00,        14.00,        16.00,       190.00,        16.57,         1.12,         0.86,       118.31,        30.22,         3.56,         0.10,         0.00,         0.28,         2.19,         0.00
nw_kernel2_pim__k2_Tahiti1, 418, 6982, 0, {    624       1       1}, {   16     1     1},         0.03911, 2304, 26, 24, 0, NA,        39.00,       425.00,       164.00,        19.00,        14.00,        16.00,       190.00,        16.57,         1.18,         0.91,       121.31,        29.26,         3.96,         0.10,         0.00,         0.29,        11.84,         0.00
nw_kernel2_pim__k2_Tahiti1, 419, 6983, 0, {    608       1       1}, {   16     1     1},         0.04000, 2304, 26, 24, 0, NA,        38.00,       425.00,       164.00,        19.00,        14.00,        16.00,       190.00,        16.57,         1.18,         0.91,       118.31,        29.60,         4.12,         0.10,         0.00,         0.29,        10.78,         0.00
nw_kernel2_pim__k2_Tahiti1, 420, 6984, 0, {    608       1       1}, {   16     1     1},         0.04030, 2304, 26, 24, 0, NA,        38.00,       425.00,       164.00,        19.00,        14.00,        16.00,       190.00,        16.57,         1.14,         0.87,       118.31,        29.49,         3.57,         0.10,         0.00,         0.28,        10.50,         0.00
nw_kernel2_pim__k2_Tahiti1, 421, 6985, 0, {    608       1       1}, {   16     1     1},         0.03896, 2304, 26, 24, 0, NA,        38.00,       425.00,       164.00,        19.00,        14.00,        16.00,       190.00,        16.57,         1.39,         1.07,       118.38,        29.44,         4.86,         0.12,         0.00,         0.34,        10.88,         0.00
nw_kernel2_pim__k2_Tahiti1, 422, 6986, 0, {    608       1       1}, {   16     1     1},         0.04207, 2304, 26, 24, 0, NA,        38.00,       425.00,       164.00,        19.00,        14.00,        16.00,       190.00,        16.57,         1.15,         0.88,       118.31,        29.74,         3.97,         0.10,         0.00,         0.28,        10.69,         0.00
nw_kernel2_pim__k2_Tahiti1, 423, 6987, 0, {    608       1       1}, {   16     1     1},         0.03956, 2304, 26, 24, 0, NA,        38.00,       425.00,       164.00,        19.00,        14.00,        16.00,       190.00,        16.57,         1.15,         0.88,       118.31,        29.85,         3.95,         0.10,         0.00,         0.28,        11.59,         0.00
nw_kernel2_pim__k2_Tahiti1, 424, 6988, 0, {    608       1       1}, {   16     1     1},         0.03985, 2304, 26, 24, 0, NA,        38.00,       425.00,       164.00,        19.00,        14.00,        16.00,       190.00,        16.57,         1.37,         1.05,       118.31,        29.99,         4.64,         0.12,         0.00,         0.34,         9.94,         0.00
nw_kernel2_pim__k2_Tahiti1, 425, 6989, 0, {    608       1       1}, {   16     1     1},         0.04044, 2304, 26, 24, 0, NA,        38.00,       425.00,       164.00,        19.00,        14.00,        16.00,       190.00,        16.57,         1.36,         1.04,       118.31,        29.72,         4.71,         0.12,         0.00,         0.33,        10.16,         0.00
