Exec_Order, ThreadId, elapsed_us, elapsed_uc, COMMIT_CYC, INSTRUCTIONS, CLOCK_CYC, L2_CACHE_MISS
248, 23839, 1, 3800, 351, 721, 3502, 3 
249, 23839, 0, 3800, 353, 721, 2992, 1 
250, 23839, 0, 3800, 354, 721, 3220, 2 
251, 23839, 19, 76000, 3352, 6287, 44773, 677 
252, 23839, 1, 3800, 350, 719, 3186, 1 
253, 23839, 1, 3800, 351, 719, 3156, 1 
254, 23839, 1, 0, 351, 719, 3063, 0 
255, 23839, 9, 34200, 7222, 19336, 32654, 86 
256, 23839, 1, 3800, 354, 721, 3698, 3 
257, 23839, 4, 15200, 462, 943, 6514, 10 
258, 23839, 1, 0, 349, 719, 3148, 0 
259, 23839, 5, 19000, 2039, 4509, 17438, 55 
260, 23839, 1, 3800, 344, 704, 2904, 4 
1, 23865, 2803, 10655200, 1025964, 2490473, 5593529, 28394 
261, 23839, 2, 7600, 404, 687, 9284, 91 
262, 23839, 1, 3800, 343, 704, 3037, 9 
1, 23866, 2905, 11042800, 1034321, 2509259, 5490725, 30964 
263, 23839, 16, 60800, 1285, 2139, 57469, 531 
264, 23839, 1, 3800, 343, 704, 3095, 12 
1, 23867, 2418, 9192200, 1012454, 2466688, 4872546, 22350 
265, 23839, 3, 11400, 517, 981, 12875, 131 
266, 23839, 1, 3800, 342, 701, 2232, 7 
267, 23839, 1, 3800, 336, 701, 1891, 3 
268, 23839, 1, 3800, 318, 647, 3029, 14 
269, 23839, 3, 15200, 377, 760, 5366, 17 
270, 23839, 111, 421800, 137026, 287103, 418423, 1606 
271, 23839, 0, 0, 333, 701, 2014, 0 
272, 23839, 1, 3800, 340, 701, 1957, 1 
273, 23839, 1, 3800, 316, 647, 2009, 0 
274, 23839, 3, 11400, 367, 760, 4797, 4 
275, 23839, 99, 372400, 136053, 286242, 355113, 503 
276, 23839, 1, 0, 337, 701, 2028, 0 
277, 23839, 1, 3800, 339, 701, 1953, 0 
278, 23839, 1, 0, 314, 647, 1834, 0 
279, 23839, 2, 7600, 368, 760, 4673, 2 
280, 23839, 110, 418000, 139668, 293863, 370200, 603 
281, 23839, 1, 3800, 354, 721, 3084, 2 
282, 23839, 1, 3800, 352, 721, 3193, 2 
283, 23839, 1, 3800, 349, 721, 3183, 2 
284, 23839, 24, 91200, 3368, 6287, 58777, 1385 
285, 23839, 1, 3800, 350, 719, 3070, 1 
286, 23839, 1, 3800, 348, 719, 3228, 0 
287, 23839, 0, 3800, 350, 719, 3191, 0 
288, 23839, 5, 15200, 2662, 5905, 17163, 17 
289, 23839, 1, 3800, 354, 721, 3444, 3 
290, 23839, 1, 3800, 355, 721, 3053, 9 
291, 23839, 1, 3800, 352, 721, 2686, 2 
292, 23839, 19, 72200, 3346, 6287, 45470, 686 
293, 23839, 1, 3800, 356, 719, 3184, 0 
294, 23839, 1, 3800, 350, 719, 3228, 0 
295, 23839, 1, 3800, 349, 719, 3076, 0 
296, 23839, 8, 26600, 6986, 18760, 26460, 60 
297, 23839, 1, 3800, 355, 721, 3805, 3 
298, 23839, 3, 15200, 463, 943, 6535, 10 
299, 23839, 1, 3800, 349, 719, 3105, 0 
300, 23839, 5, 19000, 1986, 4297, 17477, 45 
301, 23839, 1, 3800, 345, 704, 2713, 7 
1, 23868, 2713, 10309400, 1026627, 2497286, 5587643, 24620 
302, 23839, 3, 11400, 405, 687, 8563, 86 
303, 23839, 1, 3800, 334, 704, 3118, 6 
1, 23869, 3388, 12874400, 1035159, 2513580, 6239892, 33212 
304, 23839, 14, 57000, 1328, 2140, 52349, 496 
305, 23839, 1, 3800, 324, 704, 3987, 9 
1, 23870, 2688, 10210600, 1015526, 2472515, 5081432, 26165 
306, 23839, 31, 117800, 4483, 9312, 82132, 740 
307, 23839, 1, 3800, 355, 721, 3662, 5 
308, 23839, 1, 0, 352, 721, 3165, 3 
309, 23839, 1, 3800, 351, 721, 3426, 2 
310, 23839, 29, 106400, 3365, 6287, 60632, 1400 
