Exec_Order, ThreadId, elapsed_us, elapsed_uc, COMMIT_CYC, INSTRUCTIONS, CLOCK_CYC, L2_CACHE_MISS
290, 12456, 7248, 27542400, 18224437, 39038069, 26679882, 392297 
291, 12456, 1, 3800, 396, 729, 5665, 39 
292, 12456, 7113, 27033200, 18358903, 39193314, 26285108, 392111 
293, 12456, 2, 7600, 405, 729, 6479, 46 
294, 12456, 7140, 27135800, 18423817, 39180976, 26352500, 392139 
295, 12456, 3, 7600, 818, 2027, 13409, 104 
296, 12456, 6, 22800, 483, 1008, 6457, 35 
297, 12456, 1, 3800, 358, 721, 3376, 7 
298, 12456, 3, 11400, 474, 1008, 5204, 7 
299, 12456, 1, 3800, 348, 721, 2950, 0 
300, 12456, 3, 11400, 477, 1008, 4267, 3 
301, 12456, 15, 53200, 2488, 4822, 30623, 292 
302, 12456, 1, 3800, 344, 704, 2993, 3 
1, 12502, 3257, 12380400, 1018099, 2470420, 5564407, 33061 
303, 12456, 2, 7600, 357, 639, 7420, 61 
304, 12456, 1, 3800, 341, 704, 3728, 9 
1, 12503, 3484, 13239200, 1017885, 2470370, 5512509, 32574 
305, 12456, 3, 7600, 357, 639, 7198, 60 
306, 12456, 1, 3800, 340, 704, 3396, 10 
1, 12504, 3528, 13410200, 1017191, 2470595, 5443427, 32157 
307, 12456, 2, 7600, 376, 719, 7639, 66 
308, 12456, 1, 3800, 342, 705, 2375, 6 
309, 12456, 1, 0, 334, 705, 1884, 3 
310, 12456, 1, 3800, 323, 669, 3434, 21 
311, 12456, 7259, 27588000, 18252517, 39037249, 26709278, 392317 
312, 12456, 2, 11400, 409, 729, 12963, 111 
313, 12456, 7132, 27101600, 18334985, 39193314, 26354318, 392158 
314, 12456, 2, 3800, 397, 729, 6358, 46 
315, 12456, 7128, 27090200, 18342693, 39181020, 26303016, 392165 
316, 12456, 3, 11400, 815, 2027, 12828, 114 
317, 12456, 8, 26600, 540, 1008, 10959, 123 
318, 12456, 2, 3800, 417, 721, 8556, 70 
319, 12456, 8, 30400, 484, 1008, 7042, 56 
320, 12456, 1, 3800, 352, 721, 3375, 12 
321, 12456, 3, 11400, 475, 1008, 4788, 7 
322, 12456, 15, 57000, 2475, 4797, 30479, 306 
323, 12456, 1, 3800, 345, 704, 2811, 5 
1, 12505, 3495, 13277200, 1018873, 2471392, 5510562, 33538 
324, 12456, 2, 7600, 354, 639, 7830, 71 
325, 12456, 1, 3800, 341, 704, 3255, 9 
1, 12506, 3534, 13433000, 1018099, 2472082, 5673452, 32717 
326, 12456, 2, 7600, 353, 639, 7337, 56 
327, 12456, 1, 3800, 340, 704, 3209, 8 
